OID_,ID,Elevation_m_min,Elevation_m_max,Elevation_m_mean,Slope_deg_min,Slope_deg_max,Slope_deg_mean,Aspect_deg_median,Area_m2
181,481,378,384,381.000000000000000,19.845670700073242,20.537502288818359,20.191586494445801,308.489578247070312,1144.61849951
182,483,488,491,489.333333333333314,19.490421295166016,21.485210418701172,20.160338719685871,175.507278442382812,1920.63506554
183,487,552,567,558.500000000000000,14.810994148254395,16.927423477172852,16.100908994674683,144.479240417480469,2477.48870045
184,488,293,371,328.717391304347814,2.477503299713135,34.156829833984375,21.827879641367041,159.887901306152344,34635.4625782
185,492,531,537,534.000000000000000,17.152778625488281,18.617660522460938,17.885219573974609,141.380004882812500,1913.35958513
186,494,521,521,521.000000000000000,10.793725013732910,10.793725013732910,10.793725013732910,152.562454223632812,513.06513756
187,495,344,366,356.250000000000000,15.826118469238281,22.429653167724609,19.647264957427979,124.590782165527344,2983.30513162
188,496,509,516,513.333333333333371,8.891010284423828,10.238991737365723,9.738376617431641,158.658432006835938,2343.07075968
189,497,453,454,453.333333333333314,7.554170131683350,11.518218994140625,9.688978036244711,50.471794128417969,1932.51103621
190,498,309,321,315.000000000000000,25.110239028930664,25.425992965698242,25.268115997314453,109.186351776123047,2188.68391965
191,499,347,347,347.000000000000000,12.920125961303711,12.920125961303711,12.920125961303711,127.244644165039062,1939.36345962
192,500,454,463,459.333333333333314,6.202019691467285,14.307502746582031,11.077149073282879,59.432373046875000,1720.2524444
193,501,426,435,429.666666666666686,21.199050903320312,22.236606597900391,21.818072636922199,81.666572570800781,1255.86229459
194,502,465,510,488.615384615384585,9.102000236511230,25.993049621582031,19.750116788423977,118.024543762207031,9784.23591672
195,505,463,464,463.500000000000000,3.884475469589233,10.492184638977051,7.188330054283142,91.338542938232422,1529.45950864
196,506,350,357,353.500000000000000,10.478513717651367,19.045207977294922,15.158066749572754,87.534049987792969,2865.82227272
197,513,301,301,301.000000000000000,5.721505641937256,5.721505641937256,5.721505641937256,121.384338378906250,54.0422946219
198,516,368,377,372.000000000000000,16.320768356323242,16.918491363525391,16.707352320353191,98.918601989746094,1944.03917536
199,517,316,316,316.000000000000000,19.178199768066406,19.178199768066406,19.178199768066406,148.775817871093750,245.761837322
200,519,319,319,319.000000000000000,17.785419464111328,17.785419464111328,17.785419464111328,193.755615234375000,609.619437989
201,527,445,458,450.857142857142833,8.271316528320312,12.746504783630371,10.647919518607003,158.542205810546875,4655.10670693
202,530,437,441,439.000000000000000,3.444097518920898,13.231813430786133,8.337955474853516,106.657737731933594,873.45039446
203,531,348,348,348.000000000000000,18.073394775390625,18.073394775390625,18.073394775390625,304.746490478515625,746.347528444
204,535,492,537,525.500000000000000,5.658289432525635,30.181394577026367,17.069194237391152,155.017063140869141,4508.26203744
205,537,467,474,470.500000000000000,18.986307144165039,19.865388870239258,19.425848007202148,99.310356140136719,1490.90484174
206,538,399,428,414.199999999999989,16.647335052490234,20.654329299926758,18.210690307617188,154.052719116210938,2895.58407908
207,543,316,355,331.722222222222172,3.856676816940308,29.674530029296875,18.235874957508511,289.830200195312500,12481.4854727
208,546,451,451,451.000000000000000,17.050125122070312,17.050125122070312,17.050125122070312,3.889528989791870,1286.92994313
209,547,388,390,389.000000000000000,6.690992355346680,7.423797607421875,7.057394981384277,135.682571411132812,1995.67248728
210,551,355,355,355.000000000000000,25.651882171630859,25.651882171630859,25.651882171630859,344.645446777343750,814.407976409
211,552,365,371,368.000000000000000,12.990991592407227,15.521932601928711,14.121635754903158,318.255950927734375,2049.17681962
212,554,377,377,377.000000000000000,20.148864746093750,20.148864746093750,20.148864746093750,321.414550781250000,416.660790699
213,557,421,421,421.000000000000000,28.024551391601562,28.024551391601562,28.024551391601562,325.327880859375000,79.1924314327
214,560,353,378,365.250000000000000,12.511674880981445,26.620933532714844,21.208597183227539,337.343017578125000,3241.41790691
215,561,452,452,452.000000000000000,18.464292526245117,18.464292526245117,18.464292526245117,85.391464233398438,845.57033291
216,562,391,391,391.000000000000000,13.609827041625977,13.609827041625977,13.609827041625977,356.718170166015625,934.674209184
217,568,424,424,424.000000000000000,27.436994552612305,27.436994552612305,27.436994552612305,330.971893310546875,63.0493350481
218,575,344,370,355.666666666666686,27.243068695068359,32.930938720703125,30.281927108764648,113.677032470703125,1731.96141689
219,577,535,535,535.000000000000000,31.662740707397461,31.662740707397461,31.662740707397461,140.699768066406250,707.37427829
220,579,365,379,373.500000000000000,12.258637428283691,27.558986663818359,21.646066427230835,127.157798767089844,2736.41848873
221,580,369,381,375.000000000000000,21.744695663452148,25.687604904174805,23.716150283813477,64.779205322265625,638.728506078
222,581,474,474,474.000000000000000,35.827934265136719,35.827934265136719,35.827934265136719,322.534210205078125,1174.36603638
223,582,561,585,572.399999999999977,21.087087631225586,28.381097793579102,25.894165802001954,128.815231323242188,3728.42050396
224,585,475,475,475.000000000000000,11.764817237854004,11.764817237854004,11.764817237854004,67.094139099121094,268.403524477
225,586,435,435,435.000000000000000,7.529181003570557,7.529181003570557,7.529181003570557,168.906494140625000,649.341798117
226,588,410,482,449.653846153846075,17.201356887817383,36.172885894775391,28.762963661780727,336.899444580078125,18172.2785417
227,589,443,443,443.000000000000000,23.492345809936523,23.492345809936523,23.492345809936523,284.573822021484375,642.330193292
228,595,387,387,387.000000000000000,9.602871894836426,9.602871894836426,9.602871894836426,320.050109863281250,313.138315087
229,596,427,427,427.000000000000000,16.031097412109375,16.031097412109375,16.031097412109375,324.039520263671875,804.065398974
230,598,599,599,599.000000000000000,10.420707702636719,10.420707702636719,10.420707702636719,21.376199722290039,1067.96906502
231,600,421,421,421.000000000000000,9.687883377075195,9.687883377075195,9.687883377075195,298.348999023437500,727.997958425
232,602,408,417,412.500000000000000,14.134066581726074,19.790618896484375,16.962342739105225,67.459396362304688,835.913451106
233,603,469,472,470.500000000000000,19.518014907836914,20.737834930419922,20.127924919128418,18.669738769531250,1331.92389586
234,604,435,435,435.000000000000000,18.455642700195312,18.455642700195312,18.455642700195312,246.083312988281250,601.902297296
235,605,444,444,444.000000000000000,25.914278030395508,25.914278030395508,25.914278030395508,81.663360595703125,826.57129875
236,608,472,472,472.000000000000000,28.985555648803711,28.985555648803711,28.985555648803711,311.325256347656250,1382.48643465
237,609,368,371,369.500000000000000,6.626125335693359,7.499691009521484,7.062908172607422,314.827087402343750,986.094631901
238,612,474,474,474.000000000000000,14.895956039428711,14.895956039428711,14.895956039428711,175.014816284179688,949.013903709
239,613,448,448,448.000000000000000,11.935634613037109,11.935634613037109,11.935634613037109,184.387573242187500,2195.09520934
240,614,601,635,618.500000000000000,34.004894256591797,43.184608459472656,38.307178497314453,168.394599914550781,2730.03691456
241,617,387,387,387.000000000000000,32.067390441894531,32.067390441894531,32.067390441894531,260.029693603515625,394.444869905
242,619,490,515,502.500000000000000,12.783033370971680,36.403034210205078,24.593033790588379,125.203056335449219,995.993002799
243,620,504,575,539.666666666666629,35.041549682617188,42.070583343505859,37.663782755533852,142.393280029296875,2196.79476517
244,621,397,397,397.000000000000000,23.377910614013672,23.377910614013672,23.377910614013672,268.985015869140625,1256.49449911
245,625,499,519,509.000000000000000,28.298336029052734,32.453868865966797,30.376102447509766,162.123695373535156,1610.25595229
246,627,568,568,568.000000000000000,28.174055099487305,28.174055099487305,28.174055099487305,289.850067138671875,94.7220501574
247,631,447,451,449.000000000000000,9.506544113159180,11.328691482543945,10.417617797851562,111.490474700927734,596.568237162
248,634,569,569,569.000000000000000,21.261297225952148,21.261297225952148,21.261297225952148,58.790340423583984,835.666467371
