OID_,Id,area_m2,length_m,width_m
347,0,5198.473098,170,50
348,0,2576.555052,114,47
349,0,4655.692275,129,46
350,0,813.3836832,59,22
351,0,3618.64383,248,73
352,0,13742.467,415,83
353,0,2234.127452,96,38
354,0,940.6520829,42,36
355,0,11686.3263,331,57
356,0,1245.693253,72,28
357,0,3252.904691,171,71
358,0,5636.98204,208,53
359,0,1026.337738,38,31
360,0,1531.316067,69,47
361,0,4018.405214,180,52
362,0,298.6397102,21,21
363,0,4270.421847,122,54
364,0,1647.873759,83,34
365,0,615.5506262,58,24
366,0,591.2940253,38,22
367,0,477.5715197,56,15
368,0,1504.224279,75,33
369,0,1434.814698,78,28
370,0,15245.32619,211,150
371,0,2030.694026,82,37
372,0,563.9572211,34,24
373,0,955.9830947,40,39
374,0,3023.079523,94,54
375,0,815.4138172,53,22
376,0,3576.956079,132,43
377,0,1010.30668,80,20
378,0,17058.72587,222,111
379,0,3266.135565,101,54
380,0,703.1264062,33,25
381,0,6557.472792,357,72
382,0,2770.922881,150,34
383,0,7443.311258,208,62
384,0,1294.105411,100,26
385,0,1975.810403,59,38
386,0,2197.58504,118,28
387,0,1062.754142,61,22
388,0,4538.924568,140,67
389,0,4888.94767,182,57
390,0,14350.7284,363,116
391,0,974.3768088,90,16
392,0,4815.224054,215,44
393,0,1481.035248,97,28
394,0,1209.767345,50,31
395,0,570.7564198,44,22
396,0,1479.503897,85,30
397,0,7428.8028,184,80
398,0,748.1743794,36,28
399,0,535.3165808,46,23
400,0,396.4011624,34,19
401,0,2088.325329,122,28
402,0,2331.810149,91,41
403,0,12153.67714,206,105
404,0,2965.789492,99,39
405,0,1758.209792,60,43
406,0,7665.724687,215,61
407,0,6738.163468,129,89
408,0,4510.92272,191,58
409,0,15245.91248,215,107
410,0,4293.252104,98,56
411,0,5014.955986,215,56
412,0,10779.83647,194,99
413,0,5164.590862,274,46
414,0,12831.8469,320,85
415,0,21035.51334,347,97
416,0,5158.465458,190,59
417,0,48704.83951,558,236
418,0,12475.69839,171,151
419,0,4702.560368,174,37
420,0,5764.880481,114,81
421,0,4797.941664,227,43
422,0,2666.300975,124,37
423,0,1744.865161,71,37
424,0,837.4302704,47,28
425,0,2640.049243,87,45
426,0,3161.583664,109,45
427,0,1503.349221,62,36
428,0,1945.253387,97,29
429,0,3568.48552,105,51
430,0,753.424726,55,15
431,0,2163.142767,101,32
432,0,2184.144153,104,32
433,0,3438.976972,120,52
434,0,19821.80824,205,135
435,0,2965.570727,100,46
436,0,9679.013814,288,66
437,0,10663.45379,254,65
438,0,1470.097026,76,31
439,0,3591.237021,105,57
440,0,6191.908665,186,73
441,0,1843.746687,79,32
442,0,2054.215578,68,46
443,0,2412.639234,91,42
444,0,6397.862258,130,75
445,0,5125.45828,107,71
446,0,11710.93292,284,124
447,0,21784.31776,226,139
448,0,110586.0187,926,359
449,0,6730.524214,221,69
450,0,1030.468011,64,21
451,0,414.9873891,30,21
452,0,20539.35559,304,174
453,0,1381.611186,90,26
454,0,6799.40876,123,112
455,0,739.2487903,46,25
456,0,1057.349785,44,33
457,0,855.7364785,47,32
458,0,1162.636734,66,26
459,0,2470.883078,100,37
460,0,1711.472957,57,42
461,0,665.3239113,61,18
462,0,3434.601683,126,53
463,0,3374.441463,94,50
464,0,1650.358923,67,32
465,0,1817.494954,68,36
466,0,2236.647618,170,30
467,0,2479.038616,107,43
468,0,741.1739174,69,15
469,0,11866.6582,322,124
470,0,7481.743794,375,84
471,0,6712.568028,203,77
472,0,4852.195244,133,64
473,0,2355.655473,116,36
474,0,1478.847604,77,38
475,0,3776.749265,130,44
476,0,2018.758238,95,34
477,0,1361.414853,66,30
478,0,3887.356565,76,71
479,0,16484.40797,265,75
480,0,833.0549815,46,25
481,0,227562.1991,773,468
482,0,14719.03145,340,96
483,0,12472.30317,293,111
484,0,9319.575091,154,84
485,0,60215.59422,354,296
486,0,2859.128702,122,41
487,0,3591.237021,107,47
488,0,1746.475267,87,29
489,0,30400.76645,394,172
490,0,16500.78905,242,157
491,0,10248.25638,208,101
492,0,3059.481925,97,39
493,0,5729.878171,177,45
494,0,8369.052356,112,100
495,0,13335.88017,188,106
496,0,2856.188508,109,40
